C-Left,0.0,0.0,0.25742574257425743,-0.13861386138613863,0.4158415841584158,-0.26732673267326734,0.5346534653465347,-0.33663366336633666,0.5742574257425742,-0.44554455445544555,0.25742574257425743,-0.6534653465346535,0.3564356435643564,-0.9603960396039604,0.504950495049505,-0.8712871287128713,0.5841584158415841,-0.7227722772277227,0.16831683168316833,-0.6336633663366337,0.25742574257425743,-1.0,0.43564356435643564,-0.8811881188118812,0.5247524752475248,-0.7326732673267327,0.07920792079207921,-0.5841584158415841,0.13861386138613863,-0.9306930693069307,0.33663366336633666,-0.8613861386138614,0.44554455445544555,-0.7425742574257426,0.009900990099009901,-0.49504950495049505,0.04950495049504951,-0.7326732673267327,0.21782178217821782,-0.7623762376237624,0.33663366336633666,-0.7326732673267327
C-Right,0.0,0.0,-0.27586206896551724,-0.04597701149425287,-0.5172413793103449,-0.1724137931034483,-0.6666666666666666,-0.25287356321839083,-0.7586206896551724,-0.3793103448275862,-0.4482758620689655,-0.632183908045977,-0.5747126436781609,-0.9425287356321839,-0.735632183908046,-0.896551724137931,-0.8505747126436781,-0.7931034482758621,-0.3563218390804598,-0.6551724137931034,-0.5172413793103449,-1.0,-0.7011494252873564,-0.9310344827586207,-0.7816091954022989,-0.8045977011494253,-0.2413793103448276,-0.6436781609195402,-0.3793103448275862,-0.9770114942528736,-0.5747126436781609,-0.9425287356321839,-0.6896551724137931,-0.8275862068965517,-0.12643678160919541,-0.5862068965517241,-0.26436781609195403,-0.8160919540229885,-0.42528735632183906,-0.8735632183908046,-0.5517241379310345,-0.8735632183908046
C-Left,0.0,0.0,0.2743362831858407,-0.17699115044247787,0.4424778761061947,-0.30973451327433627,0.5663716814159292,-0.3805309734513274,0.5486725663716814,-0.4690265486725664,0.12389380530973451,-0.6548672566371682,0.24778761061946902,-0.9646017699115044,0.4424778761061947,-0.9557522123893806,0.5575221238938053,-0.8407079646017699,0.09734513274336283,-0.6194690265486725,0.2831858407079646,-1.0,0.49557522123893805,-0.9469026548672567,0.5575221238938053,-0.8053097345132744,0.09734513274336283,-0.5752212389380531,0.23008849557522124,-0.9292035398230089,0.4424778761061947,-0.9203539823008849,0.5398230088495575,-0.8053097345132744,0.1415929203539823,-0.4778761061946903,0.23893805309734514,-0.7610619469026548,0.39823008849557523,-0.8141592920353983,0.504424778761062,-0.7699115044247787
C-Left,0.0,0.0,0.264,-0.12,0.416,-0.256,0.528,-0.32,0.52,-0.4,0.232,-0.64,0.32,-0.968,0.472,-0.856,0.536,-0.712,0.16,-0.616,0.24,-1.0,0.416,-0.888,0.488,-0.744,0.096,-0.56,0.16,-0.92,0.352,-0.848,0.44,-0.728,0.048,-0.472,0.096,-0.712,0.256,-0.752,0.376,-0.736
C-Left,0.0,0.0,0.2549019607843137,-0.12745098039215685,0.4215686274509804,-0.2647058823529412,0.5490196078431373,-0.3431372549019608,0.49019607843137253,-0.45098039215686275,0.22549019607843138,-0.6372549019607843,0.27450980392156865,-0.9705882352941176,0.4215686274509804,-0.8921568627450981,0.5,-0.7647058823529411,0.13725490196078433,-0.6176470588235294,0.17647058823529413,-1.0,0.35294117647058826,-0.9019607843137255,0.4411764705882353,-0.7647058823529411,0.049019607843137254,-0.5784313725490197,0.058823529411764705,-0.9313725490196079,0.24509803921568626,-0.8823529411764706,0.35294117647058826,-0.7647058823529411,-0.0392156862745098,-0.5,-0.029411764705882353,-0.7549019607843137,0.11764705882352941,-0.803921568627451,0.23529411764705882,-0.7941176470588235
C-Right,0.0,0.0,-0.34074074074074073,-0.1259259259259259,-0.5333333333333333,-0.2962962962962963,-0.7037037037037037,-0.3925925925925926,-0.8,-0.4888888888888889,-0.17777777777777778,-0.7185185185185186,-0.4740740740740741,-0.9925925925925926,-0.6962962962962963,-0.9185185185185185,-0.8,-0.7851851851851852,-0.14814814814814814,-0.6814814814814815,-0.5333333333333333,-1.0,-0.762962962962963,-0.8814814814814815,-0.8074074074074075,-0.7333333333333333,-0.15555555555555556,-0.6074074074074074,-0.4888888888888889,-0.9259259259259259,-0.7185185185185186,-0.837037037037037,-0.7851851851851852,-0.7037037037037037,-0.21481481481481482,-0.4962962962962963,-0.45185185185185184,-0.762962962962963,-0.6296296296296297,-0.762962962962963,-0.7185185185185186,-0.6888888888888889
C-Right,0.0,0.0,-0.33620689655172414,-0.1206896551724138,-0.5258620689655172,-0.2672413793103448,-0.6810344827586207,-0.33620689655172414,-0.7672413793103449,-0.4396551724137931,-0.2413793103448276,-0.7672413793103449,-0.5258620689655172,-0.9827586206896551,-0.7068965517241379,-0.8620689655172413,-0.7844827586206896,-0.7155172413793104,-0.1810344827586207,-0.7672413793103449,-0.5517241379310345,-1.0,-0.75,-0.8620689655172413,-0.7844827586206896,-0.7068965517241379,-0.16379310344827586,-0.7068965517241379,-0.5086206896551724,-0.9568965517241379,-0.7241379310344828,-0.8448275862068966,-0.7844827586206896,-0.6810344827586207,-0.19827586206896552,-0.6206896551724138,-0.4482758620689655,-0.8448275862068966,-0.6379310344827587,-0.8189655172413793,-0.7327586206896551,-0.7155172413793104
C-Right,0.0,0.0,-0.3431372549019608,-0.058823529411764705,-0.5784313725490197,-0.18627450980392157,-0.7549019607843137,-0.24509803921568626,-0.7647058823529411,-0.28431372549019607,-0.3431372549019608,-0.7254901960784313,-0.6568627450980392,-0.9215686274509803,-0.8725490196078431,-0.8431372549019608,-0.9901960784313726,-0.7254901960784313,-0.3137254901960784,-0.696078431372549,-0.7156862745098039,-0.9411764705882353,-0.9313725490196079,-0.8235294117647058,-1.0,-0.6862745098039216,-0.30392156862745096,-0.6274509803921569,-0.6666666666666666,-0.8529411764705882,-0.8921568627450981,-0.7549019607843137,-0.9803921568627451,-0.6274509803921569,-0.3235294117647059,-0.5196078431372549,-0.5980392156862745,-0.7156862745098039,-0.7941176470588235,-0.7156862745098039,-0.9019607843137255,-0.6568627450980392
C-Left,0.0,0.0,0.26229508196721313,-0.19672131147540983,0.4098360655737705,-0.3524590163934426,0.5327868852459017,-0.4426229508196721,0.5163934426229508,-0.5081967213114754,0.040983606557377046,-0.6967213114754098,0.22950819672131148,-0.9590163934426229,0.4180327868852459,-0.9590163934426229,0.5245901639344263,-0.8524590163934426,0.02459016393442623,-0.6721311475409836,0.28688524590163933,-1.0,0.48360655737704916,-0.9426229508196722,0.5409836065573771,-0.7950819672131147,0.040983606557377046,-0.6229508196721312,0.22950819672131148,-0.9426229508196722,0.4344262295081967,-0.9098360655737705,0.5081967213114754,-0.7868852459016393,0.12295081967213115,-0.5327868852459017,0.23770491803278687,-0.7950819672131147,0.39344262295081966,-0.8360655737704918,0.48360655737704916,-0.7868852459016393
C-Right,0.0,0.0,-0.23880597014925373,-0.07462686567164178,-0.44029850746268656,-0.23134328358208955,-0.5746268656716418,-0.34328358208955223,-0.6119402985074627,-0.47761194029850745,-0.21641791044776118,-0.6492537313432836,-0.2835820895522388,-0.9477611940298507,-0.44776119402985076,-0.8955223880597015,-0.5223880597014925,-0.7611940298507462,-0.13432835820895522,-0.6417910447761194,-0.21641791044776118,-1.0,-0.417910447761194,-0.9104477611940298,-0.47761194029850745,-0.753731343283582,-0.04477611940298507,-0.6119402985074627,-0.11194029850746269,-0.9402985074626866,-0.3208955223880597,-0.8955223880597015,-0.41044776119402987,-0.7611940298507462,0.03731343283582089,-0.5447761194029851,-0.04477611940298507,-0.7910447761194029,-0.21641791044776118,-0.8432835820895522,-0.31343283582089554,-0.8059701492537313
C-Left,0.0,0.0,0.27350427350427353,-0.19658119658119658,0.4188034188034188,-0.3504273504273504,0.5213675213675214,-0.4358974358974359,0.5213675213675214,-0.48717948717948717,0.07692307692307693,-0.6752136752136753,0.21367521367521367,-0.9743589743589743,0.41025641025641024,-0.9658119658119658,0.5299145299145299,-0.8632478632478633,0.042735042735042736,-0.6324786324786325,0.26495726495726496,-1.0,0.46153846153846156,-0.9401709401709402,0.5384615384615384,-0.7948717948717948,0.05982905982905983,-0.5726495726495726,0.21367521367521367,-0.8974358974358975,0.41025641025641024,-0.8632478632478633,0.5128205128205128,-0.7606837606837606,0.11965811965811966,-0.46153846153846156,0.2222222222222222,-0.717948717948718,0.37606837606837606,-0.7606837606837606,0.48717948717948717,-0.7350427350427351
C-Right,0.0,0.0,-0.36363636363636365,-0.11818181818181818,-0.5181818181818182,-0.2909090909090909,-0.6636363636363637,-0.37272727272727274,-0.7727272727272727,-0.41818181818181815,-0.33636363636363636,-0.7636363636363637,-0.6727272727272727,-0.9545454545454546,-0.8909090909090909,-0.8636363636363636,-0.9818181818181818,-0.7363636363636363,-0.2818181818181818,-0.7272727272727273,-0.7090909090909091,-0.9727272727272728,-0.9272727272727272,-0.8636363636363636,-1.0,-0.7181818181818181,-0.2818181818181818,-0.6454545454545455,-0.6636363636363637,-0.9,-0.8909090909090909,-0.8090909090909091,-0.9818181818181818,-0.6818181818181818,-0.3181818181818182,-0.5363636363636364,-0.6,-0.7636363636363637,-0.7818181818181819,-0.7545454545454545,-0.8909090909090909,-0.6727272727272727
C-Left,0.0,0.0,0.2982456140350877,-0.13157894736842105,0.49122807017543857,-0.2543859649122807,0.6491228070175439,-0.3333333333333333,0.5877192982456141,-0.4298245614035088,0.20175438596491227,-0.6842105263157895,0.35964912280701755,-0.9824561403508771,0.5526315789473685,-0.8859649122807017,0.6140350877192983,-0.7105263157894737,0.15789473684210525,-0.6491228070175439,0.37719298245614036,-1.0,0.5701754385964912,-0.8771929824561403,0.5877192982456141,-0.7017543859649122,0.13157894736842105,-0.6052631578947368,0.2894736842105263,-0.9385964912280702,0.5,-0.8421052631578947,0.543859649122807,-0.6929824561403509,0.14035087719298245,-0.5,0.2543859649122807,-0.7719298245614035,0.43859649122807015,-0.7631578947368421,0.5263157894736842,-0.6842105263157895
C-Right,0.0,0.0,-0.30392156862745096,-0.0392156862745098,-0.5392156862745098,-0.18627450980392157,-0.7156862745098039,-0.24509803921568626,-0.8627450980392157,-0.3235294117647059,-0.46078431372549017,-0.6568627450980392,-0.6176470588235294,-0.9411764705882353,-0.8137254901960784,-0.9019607843137255,-0.9313725490196079,-0.7941176470588235,-0.37254901960784315,-0.6764705882352942,-0.5882352941176471,-1.0,-0.8235294117647058,-0.9313725490196079,-0.9313725490196079,-0.7941176470588235,-0.27450980392156865,-0.6470588235294118,-0.47058823529411764,-0.9607843137254902,-0.7156862745098039,-0.9117647058823529,-0.8431372549019608,-0.803921568627451,-0.17647058823529413,-0.5686274509803921,-0.3431372549019608,-0.803921568627451,-0.5588235294117647,-0.8529411764705882,-0.696078431372549,-0.8333333333333334
C-Right,0.0,0.0,-0.25984251968503935,-0.07874015748031496,-0.4330708661417323,-0.2440944881889764,-0.5511811023622047,-0.36220472440944884,-0.5590551181102362,-0.4881889763779528,-0.1968503937007874,-0.6535433070866141,-0.2204724409448819,-0.9448818897637795,-0.3779527559055118,-0.937007874015748,-0.4566929133858268,-0.8188976377952756,-0.12598425196850394,-0.6614173228346457,-0.15748031496062992,-1.0,-0.36220472440944884,-0.9763779527559056,-0.4409448818897638,-0.84251968503937,-0.05511811023622047,-0.6377952755905512,-0.08661417322834646,-0.9606299212598425,-0.28346456692913385,-0.9606299212598425,-0.3858267716535433,-0.8582677165354331,0.0,-0.5826771653543307,-0.047244094488188976,-0.8346456692913385,-0.2047244094488189,-0.8976377952755905,-0.31496062992125984,-0.8661417322834646
C-Right,0.0,0.0,-0.3879310344827586,-0.09482758620689655,-0.6379310344827587,-0.2413793103448276,-0.8448275862068966,-0.3017241379310345,-0.9396551724137931,-0.3706896551724138,-0.3448275862068966,-0.7586206896551724,-0.7241379310344828,-0.9568965517241379,-0.9224137931034483,-0.8103448275862069,-1.0,-0.6551724137931034,-0.3103448275862069,-0.7241379310344828,-0.8017241379310345,-0.9396551724137931,-0.9827586206896551,-0.7586206896551724,-0.9741379310344828,-0.5948275862068966,-0.3017241379310345,-0.646551724137931,-0.7241379310344828,-0.8706896551724138,-0.9224137931034483,-0.7327586206896551,-0.9482758620689655,-0.5689655172413793,-0.3275862068965517,-0.5258620689655172,-0.646551724137931,-0.7241379310344828,-0.8189655172413793,-0.6810344827586207,-0.8879310344827587,-0.5775862068965517
C-Right,0.0,0.0,-0.3592233009708738,-0.13592233009708737,-0.5728155339805825,-0.27184466019417475,-0.7572815533980582,-0.34951456310679613,-0.912621359223301,-0.39805825242718446,-0.34951456310679613,-0.7864077669902912,-0.7572815533980582,-0.970873786407767,-0.9320388349514563,-0.8446601941747572,-0.9805825242718447,-0.6893203883495146,-0.32038834951456313,-0.7864077669902912,-0.8058252427184466,-1.0,-0.970873786407767,-0.8349514563106796,-0.9805825242718447,-0.6601941747572816,-0.33980582524271846,-0.7087378640776699,-0.7864077669902912,-0.9611650485436893,-0.9611650485436893,-0.8155339805825242,-0.9805825242718447,-0.6504854368932039,-0.4077669902912621,-0.6019417475728155,-0.7378640776699029,-0.8252427184466019,-0.8932038834951457,-0.7864077669902912,-0.941747572815534,-0.6893203883495146
C-Left,0.0,0.0,0.291970802919708,-0.072992700729927,0.45985401459854014,-0.18248175182481752,0.583941605839416,-0.24817518248175183,0.583941605839416,-0.3357664233576642,0.23357664233576642,-0.6423357664233577,0.36496350364963503,-0.9343065693430657,0.5255474452554745,-0.8102189781021898,0.5766423357664233,-0.6423357664233577,0.16058394160583941,-0.635036496350365,0.30656934306569344,-1.0,0.5109489051094891,-0.8905109489051095,0.5693430656934306,-0.7299270072992701,0.10218978102189781,-0.5912408759124088,0.21897810218978103,-0.9343065693430657,0.4306569343065693,-0.8467153284671532,0.5182481751824818,-0.708029197080292,0.072992700729927,-0.49635036496350365,0.18248175182481752,-0.7518248175182481,0.3722627737226277,-0.7445255474452555,0.48175182481751827,-0.6715328467153284
